Image,Total Pixels,Tumor Area,Tumor Ratio (%),Tumor Type
IMG000680.jpeg,2798640,1420.5,0.05,Benign (Lành tính)
IMG001584.jpeg,915084,7066.0,0.77,Benign (Lành tính)
IMG001294.jpeg,3707830,2921.0,0.08,Benign (Lành tính)
IMG000160.jpeg,489600,20887.0,4.27,Malignant (Ác tính)
IMG001693.jpeg,1321984,100170.0,7.58,Benign (Lành tính)
IMG000654.jpeg,7774464,27623.5,0.36,Benign (Lành tính)
IMG000332.jpeg,4715834,420217.0,8.91,Malignant (Ác tính)
IMG000572.jpeg,2411550,69116.5,2.87,Benign (Lành tính)
IMG001321.jpeg,2980800,2388.0,0.08,Benign (Lành tính)
IMG001143.jpeg,3653988,269673.0,7.38,Benign (Lành tính)
IMG000615.jpeg,6630400,29047.5,0.44,Benign (Lành tính)
IMG001171.jpeg,3629536,2767.0,0.08,Benign (Lành tính)
IMG001414.jpeg,5120000,55119.0,1.08,Malignant (Ác tính)
IMG001285.jpeg,6776064,19148.5,0.28,Benign (Lành tính)
IMG001309.jpeg,6776064,12503.0,0.18,Benign (Lành tính)
IMG000001.jpeg,7701561,294935.5,3.83,Benign (Lành tính)
IMG001318.jpeg,3703224,4797.0,0.13,Benign (Lành tính)
IMG001524.jpeg,859313,20312.5,2.36,Malignant (Ác tính)
IMG000159.jpeg,449036,19136.0,4.26,Malignant (Ác tính)
IMG001854.jpeg,741120,19674.0,2.65,Benign (Lành tính)
IMG001622.jpeg,549152,3941.0,0.72,Benign (Lành tính)
IMG000175.jpeg,283846,8881.5,3.13,Malignant (Ác tính)
IMG001305.jpeg,2774720,69046.5,2.49,Benign (Lành tính)
IMG001493.jpeg,794124,25500.0,3.21,Malignant (Ác tính)
IMG000484.jpeg,7179776,160312.0,2.23,Benign (Lành tính)
IMG000281.jpeg,4807736,8288.5,0.17,Benign (Lành tính)
IMG001368.jpeg,1504230,4836.0,0.32,Benign (Lành tính)
IMG001370.jpeg,1396560,17575.0,1.26,Benign (Lành tính)
IMG001587.jpeg,424116,7496.0,1.77,Benign (Lành tính)
IMG000731.jpeg,7287424,7910.5,0.11,Benign (Lành tính)
IMG000634.jpeg,5061344,973.0,0.02,Benign (Lành tính)
IMG001290.jpeg,6586580,54849.5,0.83,Benign (Lành tính)
IMG000869.jpeg,1901241,4662.5,0.25,Benign (Lành tính)
IMG001103.jpeg,7351878,290070.5,3.95,Benign (Lành tính)
IMG000776.jpeg,4105296,25438.0,0.62,Benign (Lành tính)
IMG000544.jpeg,5865168,18505.5,0.32,Benign (Lành tính)
IMG001556.jpeg,6048325,822495.0,13.6,Benign (Lành tính)
IMG001218.jpeg,4075240,4522.0,0.11,Benign (Lành tính)
IMG000353.jpeg,3009240,2008.0,0.07,Benign (Lành tính)
IMG001671.jpeg,1002696,4796.0,0.48,Benign (Lành tính)
IMG000583.jpeg,6117360,33997.5,0.56,Benign (Lành tính)
IMG000973.jpeg,3590460,3444.5,0.1,Benign (Lành tính)
IMG001709.jpeg,1208400,6927.0,0.57,Benign (Lành tính)
IMG000310.jpeg,7448224,4312.0,0.06,Benign (Lành tính)
IMG000014.jpeg,9561600,154553.5,1.62,Malignant (Ác tính)
IMG001167.jpeg,4995348,39984.5,0.8,Benign (Lành tính)
IMG000967.jpeg,2382759,122584.0,5.14,Benign (Lành tính)
IMG001168.jpeg,368115,3732.5,1.01,Benign (Lành tính)
IMG000501.jpeg,7774464,4556.0,0.06,Benign (Lành tính)
IMG000925.jpeg,4084441,37470.5,0.92,Benign (Lành tính)
IMG000736.jpeg,686546,618.5,0.09,Benign (Lành tính)
IMG000179.jpeg,622660,50073.5,8.04,Malignant (Ác tính)
IMG000234.jpeg,7774464,76254.5,0.98,Malignant (Ác tính)
IMG000628.jpeg,6755296,3084.0,0.05,Benign (Lành tính)
IMG000535.jpeg,5204368,61523.0,1.18,Benign (Lành tính)
IMG001799.jpeg,1458000,5992.0,0.41,Benign (Lành tính)
IMG000197.jpeg,668457,6715.5,1.0,Malignant (Ác tính)
IMG001295.jpeg,4639392,2730.5,0.06,Benign (Lành tính)
IMG000465.jpeg,7774464,363972.5,4.68,Malignant (Ác tính)
IMG001628.jpeg,686250,13509.0,1.97,Malignant (Ác tính)
IMG000231.jpeg,4805700,31227.5,0.65,Malignant (Ác tính)
IMG001703.jpeg,1312248,101470.0,7.73,Benign (Lành tính)
IMG001632.jpeg,1682640,38314.5,2.28,Benign (Lành tính)
IMG001620.jpeg,2452256,17062.0,0.7,Benign (Lành tính)
IMG000073.jpeg,488784,8927.0,1.83,Malignant (Ác tính)
IMG001476.jpeg,2981776,21744.0,0.73,Benign (Lành tính)
IMG000449.jpeg,6233872,136220.5,2.19,Benign (Lành tính)
IMG001186.jpeg,2483040,318259.0,12.82,Benign (Lành tính)
IMG001856.jpeg,526336,10923.5,2.08,Benign (Lành tính)
IMG001737.jpeg,1072800,47767.0,4.45,Benign (Lành tính)
IMG001787.jpeg,861184,3682.5,0.43,Benign (Lành tính)
IMG001813.jpeg,485212,9408.5,1.94,Benign (Lành tính)
IMG001647.jpeg,1184400,30208.5,2.55,Malignant (Ác tính)
IMG000277.jpeg,3144392,2646.5,0.08,Benign (Lành tính)
IMG001765.jpeg,541006,4429.0,0.82,Benign (Lành tính)
IMG000636.jpeg,7774464,5320.5,0.07,Benign (Lành tính)
IMG001417.jpeg,258850,8446.0,3.26,Benign (Lành tính)
IMG001046.jpeg,3398640,13601.0,0.4,Benign (Lành tính)
IMG001618.jpeg,4540408,68154.5,1.5,Benign (Lành tính)
IMG000626.jpeg,4835248,4762.0,0.1,Benign (Lành tính)
IMG000509.jpeg,4211925,8264.0,0.2,Benign (Lành tính)
IMG000048.jpeg,471144,10792.5,2.29,Malignant (Ác tính)
IMG001860.jpeg,759980,7733.0,1.02,Benign (Lành tính)
IMG000702.jpeg,7329344,123.5,0.0,Benign (Lành tính)
IMG000288.jpeg,2505792,7549.0,0.3,Benign (Lành tính)
IMG001482.jpeg,488448,86455.5,17.7,Malignant (Ác tính)
IMG001029.jpeg,3703224,777.5,0.02,Benign (Lành tính)
IMG000821.jpeg,380874,876.0,0.23,Benign (Lành tính)
IMG000608.jpeg,4851216,254958.5,5.26,Benign (Lành tính)
IMG001447.jpeg,14783040,178623.5,1.21,Benign (Lành tính)
IMG001015.jpeg,3302988,53221.0,1.61,Benign (Lành tính)
IMG001345.jpeg,3711050,748.5,0.02,Benign (Lành tính)
IMG000779.jpeg,4083839,224790.5,5.5,Benign (Lành tính)
IMG001576.jpeg,3934724,197711.0,5.02,Malignant (Ác tính)
IMG000488.jpeg,3169662,7321.5,0.23,Benign (Lành tính)
IMG001410.jpeg,2560000,114489.5,4.47,Malignant (Ác tính)
IMG001755.jpeg,1304320,1191.0,0.09,Benign (Lành tính)
IMG000632.jpeg,1737252,5138.5,0.3,Benign (Lành tính)
IMG001079.jpeg,3911530,39505.5,1.01,Benign (Lành tính)
IMG001508.jpeg,5404170,110742.5,2.05,Malignant (Ác tính)
IMG000372.jpeg,3304032,2203.0,0.07,Benign (Lành tính)
IMG000155.jpeg,451536,9797.0,2.17,Malignant (Ác tính)
IMG001022.jpeg,3707830,934.0,0.03,Benign (Lành tính)
IMG000207.jpeg,482752,28281.5,5.86,Malignant (Ác tính)
IMG001064.jpeg,3704610,3272.0,0.09,Benign (Lành tính)
IMG000094.jpeg,362070,23130.0,6.39,Malignant (Ác tính)
IMG000851.jpeg,1158363,730.5,0.06,Benign (Lành tính)
IMG000896.jpeg,1746240,10182.5,0.58,Benign (Lành tính)
IMG001432.jpeg,2560000,19940.0,0.78,Malignant (Ác tính)
IMG000099.jpeg,219520,8677.5,3.95,Malignant (Ác tính)
IMG001175.jpeg,1645696,3120.5,0.19,Benign (Lành tính)
IMG000974.jpeg,8820900,3595.5,0.04,Benign (Lành tính)
IMG000593.jpeg,3128959,3656.0,0.12,Benign (Lành tính)
IMG000084.jpeg,506540,37545.5,7.41,Malignant (Ác tính)
IMG000511.jpeg,7646265,6877.0,0.09,Benign (Lành tính)
IMG001028.jpeg,2644048,1725.0,0.07,Benign (Lành tính)
IMG001048.jpeg,3915100,3001.0,0.08,Benign (Lành tính)
IMG001180.jpeg,4731790,17193.0,0.36,Benign (Lành tính)
IMG001803.jpeg,537264,2390.5,0.44,Benign (Lành tính)
IMG000804.jpeg,435088,34997.5,8.04,Benign (Lành tính)
IMG000673.jpeg,9542400,2643.5,0.03,Benign (Lành tính)
IMG000782.jpeg,516768,27530.0,5.33,Malignant (Ác tính)
IMG001277.jpeg,3794096,27405.5,0.72,Benign (Lành tính)
IMG001077.jpeg,2504019,21364.0,0.85,Benign (Lành tính)
IMG001233.jpeg,4164810,5841.0,0.14,Benign (Lành tính)
IMG000329.jpeg,1532034,7608.0,0.5,Benign (Lành tính)
IMG001307.jpeg,2774720,23530.5,0.85,Benign (Lành tính)
IMG001681.jpeg,545240,16848.0,3.09,Malignant (Ác tính)
IMG000063.jpeg,379204,9595.5,2.53,Malignant (Ác tính)
IMG001579.jpeg,3417988,27116.0,0.79,Malignant (Ác tính)
IMG001738.jpeg,855600,36913.5,4.31,Benign (Lành tính)
IMG000833.jpeg,466336,10016.5,2.15,Benign (Lành tính)
IMG000903.jpeg,3706440,2342.5,0.06,Benign (Lành tính)
IMG001794.jpeg,217280,405.0,0.19,Benign (Lành tính)
IMG000755.jpeg,3198576,4348.5,0.14,Benign (Lành tính)
IMG001032.jpeg,3700008,5145.5,0.14,Benign (Lành tính)
IMG001164.jpeg,4729128,16503.5,0.35,Benign (Lành tính)
IMG001019.jpeg,3707830,1176.5,0.03,Benign (Lành tính)
IMG001484.jpeg,520884,14357.0,2.76,Benign (Lành tính)
IMG000830.jpeg,530448,5143.0,0.97,Benign (Lành tính)
IMG000226.jpeg,4732344,113587.5,2.4,Malignant (Ác tính)
IMG000433.jpeg,4466880,18384.5,0.41,Benign (Lành tính)
IMG000324.jpeg,1160064,4359.0,0.38,Benign (Lành tính)
IMG001574.jpeg,3338322,61348.0,1.84,Malignant (Ác tính)
IMG000825.jpeg,497664,760.5,0.15,Benign (Lành tính)
IMG001728.jpeg,267841,9431.0,3.52,Malignant (Ác tính)
IMG000647.jpeg,2342838,1620.5,0.07,Benign (Lành tính)
IMG001136.jpeg,4112768,3007.0,0.07,Benign (Lành tính)
IMG000292.jpeg,2924448,1522.5,0.05,Benign (Lành tính)
IMG000407.jpeg,1299942,186389.0,14.34,Benign (Lành tính)
IMG001060.jpeg,3802470,2070.5,0.05,Benign (Lành tính)
IMG001782.jpeg,431480,15097.0,3.5,Benign (Lành tính)
IMG001593.jpeg,4340797,56721.5,1.31,Benign (Lành tính)
IMG001539.jpeg,1644960,31003.5,1.88,Malignant (Ác tính)
IMG000993.jpeg,3706440,3448.0,0.09,Benign (Lành tính)
IMG001445.jpeg,907758,14894.0,1.64,Benign (Lành tính)
IMG001118.jpeg,2677860,10091.5,0.38,Benign (Lành tính)
IMG000059.jpeg,465962,16725.5,3.59,Malignant (Ác tính)
IMG000683.jpeg,7353834,126926.5,1.73,Benign (Lành tính)
IMG001501.jpeg,1668732,31279.0,1.87,Malignant (Ác tính)
IMG000123.jpeg,504680,96855.5,19.19,Malignant (Ác tính)
IMG001545.jpeg,1796478,114235.5,6.36,Malignant (Ác tính)
IMG001316.jpeg,2640768,2429.0,0.09,Benign (Lành tính)
IMG000609.jpeg,7774464,12844.5,0.17,Benign (Lành tính)
IMG000267.jpeg,6207530,8383.5,0.14,Benign (Lành tính)
IMG000143.jpeg,432960,27252.5,6.29,Malignant (Ác tính)
IMG000754.jpeg,4136832,2940.0,0.07,Benign (Lành tính)
IMG001532.jpeg,737250,162165.0,22.0,Malignant (Ác tính)
IMG001607.jpeg,2694504,19318.5,0.72,Benign (Lành tính)
IMG000554.jpeg,7774464,55814.0,0.72,Benign (Lành tính)
IMG000573.jpeg,8635872,546579.0,6.33,Benign (Lành tính)
IMG001510.jpeg,982720,37384.5,3.8,Malignant (Ác tính)
IMG001106.jpeg,8655364,89701.5,1.04,Benign (Lành tính)
IMG000269.jpeg,5667504,17114.0,0.3,Benign (Lành tính)
IMG000208.jpeg,3704610,293190.5,7.91,Malignant (Ác tính)
IMG001024.jpeg,10083200,4511.0,0.04,Benign (Lành tính)
IMG000505.jpeg,7774464,33685.5,0.43,Benign (Lành tính)
IMG000831.jpeg,539838,6268.5,1.16,Benign (Lành tính)
IMG001649.jpeg,1184400,30791.0,2.6,Malignant (Ác tính)
IMG000592.jpeg,4358832,11930.0,0.27,Benign (Lành tính)
IMG000266.jpeg,4665028,11256.0,0.24,Benign (Lành tính)
IMG001232.jpeg,1588122,1025.0,0.06,Benign (Lành tính)
IMG000690.jpeg,6577884,63515.0,0.97,Benign (Lành tính)
IMG000526.jpeg,5127112,58298.5,1.14,Benign (Lành tính)
IMG000748.jpeg,5690656,5510.0,0.1,Benign (Lành tính)
IMG001760.jpeg,220672,4287.0,1.94,Malignant (Ác tính)
IMG000405.jpeg,6349104,463758.0,7.3,Benign (Lành tính)
IMG001405.jpeg,2499770,94988.0,3.8,Benign (Lành tính)
IMG000859.jpeg,3695406,4938.0,0.13,Benign (Lành tính)
IMG000142.jpeg,517667,25611.0,4.95,Malignant (Ác tính)
IMG000600.jpeg,7257600,80515.5,1.11,Benign (Lành tính)
IMG000659.jpeg,8318928,1211162.0,14.56,Benign (Lành tính)
IMG001384.jpeg,2088423,62060.0,2.97,Malignant (Ác tính)
IMG000796.jpeg,517632,1132.0,0.22,Benign (Lành tính)
IMG001601.jpeg,3911901,62595.5,1.6,Benign (Lành tính)
IMG000899.jpeg,632775,4510.5,0.71,Benign (Lành tính)
IMG001385.jpeg,2114921,112752.5,5.33,Malignant (Ác tính)
IMG001271.jpeg,3697220,1742.5,0.05,Benign (Lành tính)
IMG001490.jpeg,1432950,30001.0,2.09,Benign (Lành tính)
IMG000638.jpeg,3716350,7979.0,0.21,Benign (Lành tính)
IMG001773.jpeg,442368,28108.0,6.35,Benign (Lành tính)
IMG001160.jpeg,2401256,26445.0,1.1,Benign (Lành tính)
IMG000058.jpeg,414630,7380.5,1.78,Malignant (Ác tính)
IMG001824.jpeg,508032,7760.5,1.53,Benign (Lành tính)
IMG001095.jpeg,4049568,7450.5,0.18,Benign (Lành tính)
IMG000633.jpeg,5070480,908.0,0.02,Benign (Lành tính)
IMG001122.jpeg,8652096,13101.5,0.15,Benign (Lành tính)
IMG000015.jpeg,6867120,161119.5,2.35,Malignant (Ác tính)
IMG001132.jpeg,2897576,185076.5,6.39,Benign (Lành tính)
IMG001331.jpeg,2255436,4403.5,0.2,Benign (Lành tính)
IMG001691.jpeg,379476,69235.0,18.24,Malignant (Ác tính)
IMG001841.jpeg,633600,21776.5,3.44,Benign (Lành tính)
IMG000424.jpeg,6058430,11802.0,0.19,Benign (Lành tính)
IMG000113.jpeg,629262,3362.0,0.53,Malignant (Ác tính)
IMG000348.jpeg,7774464,75278.0,0.97,Benign (Lành tính)
IMG001451.jpeg,12669112,237950.0,1.88,Benign (Lành tính)
IMG001350.jpeg,1737024,76964.0,4.43,Malignant (Ác tính)
IMG000602.jpeg,5862490,23454.5,0.4,Benign (Lành tính)
IMG000393.jpeg,6432575,30066.5,0.47,Benign (Lành tính)
IMG000229.jpeg,2441368,29088.5,1.19,Malignant (Ác tính)
IMG000785.jpeg,546975,18148.5,3.32,Benign (Lành tính)
IMG000601.jpeg,5333300,41427.0,0.78,Benign (Lành tính)
IMG000078.jpeg,331690,19342.5,5.83,Malignant (Ác tính)
IMG000472.jpeg,5427312,229533.5,4.23,Benign (Lành tính)
IMG000885.jpeg,5264390,17971.0,0.34,Benign (Lành tính)
IMG000141.jpeg,349222,5590.5,1.6,Malignant (Ác tính)
IMG000316.jpeg,7640640,42230.0,0.55,Benign (Lành tính)
IMG000653.jpeg,7774464,32939.0,0.42,Benign (Lành tính)
IMG001766.jpeg,547074,5159.0,0.94,Benign (Lành tính)
IMG001520.jpeg,407683,2234.0,0.55,Benign (Lành tính)
IMG001063.jpeg,3704610,2395.0,0.06,Benign (Lành tính)
IMG001573.jpeg,2933922,50019.0,1.7,Malignant (Ác tính)
IMG000064.jpeg,391053,8681.5,2.22,Malignant (Ác tính)
IMG000946.jpeg,3268864,68595.0,2.1,Benign (Lành tính)
IMG000835.jpeg,523020,8055.5,1.54,Benign (Lành tính)
IMG000768.jpeg,1073319,2252.5,0.21,Benign (Lành tính)
IMG000630.jpeg,3339583,13326.5,0.4,Benign (Lành tính)
IMG000921.jpeg,3908304,1224.5,0.03,Benign (Lành tính)
IMG001453.jpeg,1864242,33188.0,1.78,Benign (Lành tính)
IMG000473.jpeg,7640640,685279.0,8.97,Benign (Lành tính)
IMG001313.jpeg,4199790,18335.5,0.44,Benign (Lành tính)
IMG000503.jpeg,7774464,53504.0,0.69,Benign (Lành tính)
IMG001600.jpeg,1003932,56704.0,5.65,Benign (Lành tính)
IMG000057.jpeg,435210,7875.5,1.81,Malignant (Ác tính)
IMG000689.jpeg,6882666,66576.5,0.97,Benign (Lành tính)
IMG001138.jpeg,1271236,11740.5,0.92,Benign (Lành tính)
IMG000436.jpeg,6240240,19032.5,0.3,Benign (Lành tính)
IMG000840.jpeg,6781946,108159.0,1.59,Malignant (Ác tính)
IMG001134.jpeg,3122008,33025.5,1.06,Benign (Lành tính)
IMG000927.jpeg,2714203,9825.5,0.36,Benign (Lành tính)
IMG000652.jpeg,6076128,10703.5,0.18,Benign (Lành tính)
IMG000232.jpeg,3698618,175467.0,4.74,Malignant (Ác tính)
IMG001790.jpeg,997080,373.5,0.04,Benign (Lành tính)
IMG000364.jpeg,698828,518.5,0.07,Benign (Lành tính)
IMG000373.jpeg,4250400,839.5,0.02,Benign (Lành tính)
IMG001200.jpeg,3540160,1660.0,0.05,Benign (Lành tính)
IMG000971.jpeg,2342339,6983.5,0.3,Benign (Lành tính)
IMG000507.jpeg,4143936,27190.0,0.66,Benign (Lành tính)
IMG001087.jpeg,3802470,71530.0,1.88,Benign (Lành tính)
IMG000624.jpeg,4851000,38525.0,0.79,Benign (Lành tính)
IMG000133.jpeg,660154,20185.5,3.06,Malignant (Ác tính)
IMG000306.jpeg,955080,3606.0,0.38,Benign (Lành tính)
IMG001260.jpeg,3008568,4034.5,0.13,Benign (Lành tính)
IMG000046.jpeg,368095,6376.5,1.73,Malignant (Ác tính)
IMG000929.jpeg,3684800,516.0,0.01,Benign (Lành tính)
IMG001195.jpeg,2349312,42548.0,1.81,Benign (Lành tính)
IMG001037.jpeg,3707830,3696.0,0.1,Benign (Lành tính)
IMG001770.jpeg,1316864,85880.5,6.52,Benign (Lành tính)
IMG001626.jpeg,187616,10041.5,5.35,Malignant (Ác tính)
IMG001274.jpeg,3703224,10705.0,0.29,Benign (Lành tính)
IMG001027.jpeg,3029370,11246.5,0.37,Benign (Lành tính)
IMG000895.jpeg,2975280,1379.5,0.05,Benign (Lành tính)
IMG000052.jpeg,407313,7848.5,1.93,Malignant (Ác tính)
IMG000478.jpeg,6124640,23894.0,0.39,Benign (Lành tính)
IMG000295.jpeg,4382208,1682.0,0.04,Benign (Lành tính)
IMG000406.jpeg,5083008,454999.5,8.95,Benign (Lành tính)
IMG001381.jpeg,4357696,169131.0,3.88,Benign (Lành tính)
IMG000323.jpeg,2204824,4620.5,0.21,Benign (Lành tính)
IMG001795.jpeg,377500,38255.0,10.13,Benign (Lành tính)
IMG000557.jpeg,7774464,103.0,0.0,Benign (Lành tính)
IMG000951.jpeg,5176680,11117.0,0.21,Benign (Lành tính)
IMG001155.jpeg,8202496,63578.0,0.78,Benign (Lành tính)
IMG000165.jpeg,433010,18056.0,4.17,Malignant (Ác tính)
IMG001695.jpeg,1143600,199566.5,17.45,Benign (Lành tính)
IMG001577.jpeg,6681600,156440.5,2.34,Malignant (Ác tính)
IMG000972.jpeg,4205504,120224.0,2.86,Benign (Lành tính)
IMG001259.jpeg,3962210,805.5,0.02,Benign (Lành tính)
IMG001247.jpeg,5059176,10203.5,0.2,Benign (Lành tính)
IMG001141.jpeg,3140220,235.0,0.01,Benign (Lành tính)
IMG000336.jpeg,3433188,3193.0,0.09,Benign (Lành tính)
IMG000090.jpeg,551661,38303.5,6.94,Malignant (Ác tính)
IMG000665.jpeg,2335620,35419.0,1.52,Benign (Lành tính)
IMG000116.jpeg,316758,3904.0,1.23,Malignant (Ác tính)
IMG001214.jpeg,2544630,19866.5,0.78,Benign (Lành tính)
IMG000327.jpeg,607145,605.5,0.1,Benign (Lành tính)
IMG000173.jpeg,470350,1792.5,0.38,Malignant (Ác tính)
IMG001187.jpeg,2560416,377081.5,14.73,Benign (Lành tính)
IMG001190.jpeg,5207524,265517.0,5.1,Benign (Lành tính)
IMG001303.jpeg,2774720,114776.5,4.14,Benign (Lành tính)
IMG000399.jpeg,4602578,768917.0,16.71,Benign (Lành tính)
IMG000137.jpeg,372895,8463.0,2.27,Malignant (Ác tính)
IMG000637.jpeg,3393216,2983.0,0.09,Benign (Lành tính)
IMG000108.jpeg,466014,9151.5,1.96,Malignant (Ác tính)
IMG001337.jpeg,2318087,1460.0,0.06,Benign (Lành tính)
IMG001762.jpeg,1200000,38839.5,3.24,Malignant (Ác tính)
IMG000998.jpeg,4084441,371995.0,9.11,Benign (Lành tính)
IMG001262.jpeg,2247672,13523.5,0.6,Benign (Lành tính)
IMG000959.jpeg,8940100,2477.5,0.03,Benign (Lành tính)
IMG000307.jpeg,1964146,3985.5,0.2,Benign (Lành tính)
IMG000605.jpeg,5523840,14191.0,0.26,Benign (Lành tính)
IMG001030.jpeg,2388822,58116.5,2.43,Benign (Lành tính)
IMG001021.jpeg,4499900,557.5,0.01,Benign (Lành tính)
IMG000814.jpeg,433384,1277.0,0.29,Benign (Lành tính)
IMG000067.jpeg,293352,7449.0,2.54,Malignant (Ác tính)
IMG001235.jpeg,3914190,54159.5,1.38,Benign (Lành tính)
IMG000088.jpeg,467602,40757.5,8.72,Malignant (Ác tính)
IMG000724.jpeg,4138020,12019.0,0.29,Benign (Lành tính)
IMG000568.jpeg,2564202,62347.5,2.43,Benign (Lành tính)
IMG001864.jpeg,1206272,43039.0,3.57,Benign (Lành tính)
IMG001031.jpeg,3700008,6686.0,0.18,Benign (Lành tính)
IMG001005.jpeg,3166152,4316.0,0.14,Benign (Lành tính)
IMG001491.jpeg,1443560,26102.0,1.81,Benign (Lành tính)
IMG000617.jpeg,3668658,6353.0,0.17,Benign (Lành tính)
IMG000437.jpeg,4475232,24517.5,0.55,Malignant (Ác tính)
IMG001655.jpeg,1048576,14633.0,1.4,Malignant (Ác tính)
IMG000461.jpeg,7774464,54339.0,0.7,Benign (Lành tính)
IMG000086.jpeg,565964,33323.0,5.89,Malignant (Ác tính)
IMG000172.jpeg,235520,1666.0,0.71,Malignant (Ác tính)
IMG001540.jpeg,2192070,38147.5,1.74,Malignant (Ác tính)
IMG001713.jpeg,330368,22499.5,6.81,Benign (Lành tính)
IMG001188.jpeg,2346624,3836.0,0.16,Benign (Lành tính)
IMG001065.jpeg,3511876,8310.5,0.24,Benign (Lành tính)
IMG000168.jpeg,466580,31515.5,6.75,Malignant (Ác tính)
IMG000421.jpeg,3727800,3641.5,0.1,Benign (Lành tính)
IMG001113.jpeg,2974504,15566.5,0.52,Benign (Lành tính)
IMG000151.jpeg,762210,18825.5,2.47,Malignant (Ác tính)
IMG000221.jpeg,2770950,36885.5,1.33,Benign (Lành tính)
IMG000591.jpeg,6212784,12199.0,0.2,Benign (Lành tính)
IMG000200.jpeg,400374,9164.5,2.29,Malignant (Ác tính)
IMG001780.jpeg,1198344,4403.0,0.37,Benign (Lành tính)
IMG000442.jpeg,6249600,3175.5,0.05,Benign (Lành tính)
IMG000735.jpeg,4269616,2571.5,0.06,Benign (Lành tính)
IMG000243.jpeg,7774464,143008.0,1.84,Malignant (Ác tính)
IMG001364.jpeg,6624896,96736.0,1.46,Malignant (Ác tính)
IMG000547.jpeg,5841987,1692.5,0.03,Benign (Lành tính)
IMG001211.jpeg,1122368,29047.5,2.59,Benign (Lành tính)
IMG001085.jpeg,3468304,27890.0,0.8,Benign (Lành tính)
IMG001778.jpeg,1341440,2968.5,0.22,Benign (Lành tính)
IMG000766.jpeg,6352896,5069.0,0.08,Benign (Lành tính)
IMG001811.jpeg,999424,46536.0,4.66,Benign (Lành tính)
IMG000425.jpeg,4202240,11875.5,0.28,Benign (Lành tính)
IMG001219.jpeg,3966386,4247.5,0.11,Benign (Lành tính)
IMG000237.jpeg,3640273,18909.5,0.52,Benign (Lành tính)
IMG001055.jpeg,5376148,13206.5,0.25,Benign (Lành tính)
IMG000674.jpeg,3118768,54034.5,1.73,Benign (Lành tính)
IMG000299.jpeg,3234464,122947.0,3.8,Benign (Lành tính)
IMG000117.jpeg,303012,8696.5,2.87,Malignant (Ác tính)
IMG001366.jpeg,9039440,126167.5,1.4,Benign (Lành tính)
IMG000550.jpeg,7774464,1477.5,0.02,Benign (Lành tính)
IMG001184.jpeg,3707830,3802.5,0.1,Benign (Lành tính)
IMG000740.jpeg,4490024,2580.0,0.06,Benign (Lành tính)
IMG001840.jpeg,646800,21070.5,3.26,Benign (Lành tính)
IMG000506.jpeg,7774464,81220.5,1.04,Benign (Lành tính)
IMG001398.jpeg,373515,22684.5,6.07,Malignant (Ác tính)
IMG001335.jpeg,6125980,6860.0,0.11,Benign (Lành tính)
IMG000536.jpeg,5083008,59044.5,1.16,Benign (Lành tính)
IMG000004.jpeg,7214337,90993.0,1.26,Malignant (Ác tính)
IMG001852.jpeg,484352,6954.0,1.44,Benign (Lành tính)
IMG000809.jpeg,316771,2821.0,0.89,Benign (Lành tính)
IMG001198.jpeg,3700008,384424.0,10.39,Benign (Lành tính)
IMG001604.jpeg,420180,16240.0,3.87,Benign (Lành tính)
IMG000121.jpeg,448483,5689.0,1.27,Malignant (Ác tính)
IMG001441.jpeg,358271,19706.5,5.5,Benign (Lành tính)
IMG001828.jpeg,1321984,24837.5,1.88,Benign (Lành tính)
IMG000347.jpeg,3459432,22295.5,0.64,Malignant (Ác tính)
IMG001796.jpeg,971776,120840.0,12.43,Benign (Lành tính)
IMG001502.jpeg,342300,2689.0,0.79,Benign (Lành tính)
IMG000763.jpeg,831356,1054.0,0.13,Benign (Lành tính)
IMG001775.jpeg,1251328,22378.5,1.79,Benign (Lành tính)
IMG001660.jpeg,1304320,7106.0,0.54,Benign (Lành tính)
IMG000518.jpeg,7032960,43393.5,0.62,Benign (Lành tính)
IMG001347.jpeg,3303528,365183.0,11.05,Benign (Lành tính)
IMG000100.jpeg,452880,12622.5,2.79,Malignant (Ác tính)
IMG001621.jpeg,428911,26321.0,6.14,Benign (Lành tính)
IMG000813.jpeg,461568,9028.0,1.96,Malignant (Ác tính)
IMG001750.jpeg,1256448,14193.5,1.13,Benign (Lành tính)
IMG000272.jpeg,5204016,53131.0,1.02,Benign (Lành tính)
IMG001161.jpeg,2453494,26879.0,1.1,Benign (Lành tính)
IMG000444.jpeg,451164,256.5,0.06,Benign (Lành tính)
IMG000202.jpeg,663831,16395.0,2.47,Malignant (Ác tính)
IMG001751.jpeg,132561,629.0,0.47,Benign (Lành tính)
IMG001444.jpeg,527820,45045.5,8.53,Benign (Lành tính)
IMG001848.jpeg,537600,10098.0,1.88,Benign (Lành tính)
IMG001424.jpeg,489310,42291.0,8.64,Benign (Lành tính)
IMG000570.jpeg,1832880,59093.5,3.22,Benign (Lành tính)
IMG000832.jpeg,442368,3556.0,0.8,Benign (Lành tính)
IMG001178.jpeg,4068288,3872.0,0.1,Benign (Lành tính)
IMG000139.jpeg,617220,23240.0,3.77,Malignant (Ác tính)
IMG000241.jpeg,7774464,52570.5,0.68,Benign (Lành tính)
IMG001008.jpeg,3607485,63245.5,1.75,Benign (Lành tính)
